#feature                                                         ;occurence
CONFIG_CLKDEV_LOOKUP                                            ;58
CONFIG_HAVE_CLK_PREPARE                                         ;58
CONFIG_COMMON_CLK                                               ;58
CONFIG_COMMON_CLK_VERSATILE                                     ;16
CONFIG_CLK_SP810                                                ;7
CONFIG_COMMON_CLK_MAX77686                                      ;25
CONFIG_COMMON_CLK_HI655X                                        ;24
CONFIG_COMMON_CLK_SCPI                                          ;21
CONFIG_COMMON_CLK_SI5351                                        ;37
CONFIG_COMMON_CLK_SI514                                         ;21
CONFIG_COMMON_CLK_SI570                                         ;23
CONFIG_COMMON_CLK_CDCE706                                       ;33
CONFIG_COMMON_CLK_CDCE925                                       ;25
CONFIG_COMMON_CLK_CS2000_CP                                     ;39
CONFIG_CLK_TWL6040                                              ;20
CONFIG_COMMON_CLK_AXI_CLKGEN                                    ;21
CONFIG_COMMON_CLK_PWM                                           ;23
CONFIG_COMMON_CLK_OXNAS                                         ;18
CONFIG_COMMON_CLK_HI3516CV300                                   ;17
CONFIG_COMMON_CLK_HI3519                                        ;18
CONFIG_COMMON_CLK_HI3660                                        ;16
CONFIG_COMMON_CLK_HI3798CV200                                   ;20
CONFIG_RESET_HISI                                               ;30
CONFIG_COMMON_CLK_BOSTON                                        ;15
CONFIG_COMMON_CLK_KEYSTONE                                      ;10
CONFIG_COMMON_CLK_MEDIATEK                                      ;26
CONFIG_COMMON_CLK_MT2701                                        ;17
CONFIG_COMMON_CLK_MT2701_MMSYS                                  ;7
CONFIG_COMMON_CLK_MT2701_IMGSYS                                 ;8
CONFIG_COMMON_CLK_MT2701_VDECSYS                                ;7
CONFIG_COMMON_CLK_MT2701_ETHSYS                                 ;9
CONFIG_COMMON_CLK_MT8173                                        ;16
CONFIG_COMMON_CLK_SAMSUNG                                       ;25
CONFIG_EXYNOS_AUDSS_CLK_CON                                     ;14
CONFIG_COMMON_CLK_TI_ADPLL                                      ;19
CONFIG_CLK_UNIPHIER                                             ;8
CONFIG_DW_APB_TIMER                                             ;30
CONFIG_OWL_TIMER                                                ;24
CONFIG_SUN4I_TIMER                                              ;33
CONFIG_VT8500_TIMER                                             ;32
CONFIG_CADENCE_TTC_TIMER                                        ;13
CONFIG_SH_TIMER_TMU                                             ;27
CONFIG_EM_TIMER_STI                                             ;23
CONFIG_H8300_TMR16                                              ;25
CONFIG_H8300_TPU                                                ;26
CONFIG_ROCKCHIP_MBOX                                            ;17
CONFIG_PCC                                                      ;10
CONFIG_QCOM_APCS_IPC                                            ;18
CONFIG_BCM_PDC_MBOX                                             ;22
CONFIG_IOMMU_API                                                ;13
CONFIG_IOMMU_IO_PGTABLE_LPAE                                    ;10
CONFIG_IOMMU_IOVA                                               ;16
CONFIG_OF_IOMMU                                                 ;7
CONFIG_DMAR_TABLE                                               ;9
CONFIG_INTEL_IOMMU                                              ;7
CONFIG_INTEL_IOMMU_SVM                                          ;4
CONFIG_INTEL_IOMMU_DEFAULT_ON                                   ;4
CONFIG_INTEL_IOMMU_FLOPPY_WA                                    ;7
CONFIG_SOC_BRCMSTB                                              ;25
CONFIG_SYSC_R8A7779                                             ;16
CONFIG_SYSC_R8A7795                                             ;19
CONFIG_ROCKCHIP_PM_DOMAINS                                      ;19
CONFIG_SOC_SAMSUNG                                              ;20
CONFIG_DEVFREQ_GOV_POWERSAVE                                    ;45
CONFIG_EXTCON_ADC_JACK                                          ;40
CONFIG_EXTCON_ARIZONA                                           ;10
CONFIG_EXTCON_AXP288                                            ;27
CONFIG_EXTCON_INTEL_CHT_WC                                      ;17
CONFIG_IIO                                                      ;59
CONFIG_IIO_BUFFER                                               ;59
CONFIG_IIO_KFIFO_BUF                                            ;59
CONFIG_IIO_TRIGGERED_BUFFER                                     ;59
CONFIG_IIO_CONFIGFS                                             ;53
CONFIG_IIO_TRIGGER                                              ;59
CONFIG_IIO_CONSUMERS_PER_TRIGGER                                ;59
CONFIG_ADXL345                                                  ;26
CONFIG_ADXL345_I2C                                              ;23
CONFIG_ADXL345_SPI                                              ;7
CONFIG_BMA180                                                   ;41
CONFIG_BMA220                                                   ;12
CONFIG_BMC150_ACCEL                                             ;41
CONFIG_BMC150_ACCEL_I2C                                         ;40
CONFIG_BMC150_ACCEL_SPI                                         ;14
CONFIG_DA280                                                    ;43
CONFIG_DA311                                                    ;34
CONFIG_DMARD10                                                  ;41
CONFIG_HID_SENSOR_ACCEL_3D                                      ;26
CONFIG_KXSD9                                                    ;44
CONFIG_KXSD9_SPI                                                ;10
CONFIG_KXSD9_I2C                                                ;28
CONFIG_KXCJK1013                                                ;37
CONFIG_MMA7660                                                  ;44
CONFIG_MMA9551_CORE                                             ;50
CONFIG_MMA9551                                                  ;43
CONFIG_MMA9553                                                  ;34
CONFIG_MXC4005                                                  ;40
CONFIG_STK8312                                                  ;43
CONFIG_AD7266                                                   ;14
CONFIG_AD7291                                                   ;41
CONFIG_AD7298                                                   ;15
CONFIG_AD7476                                                   ;13
CONFIG_AD7766                                                   ;14
CONFIG_AD7887                                                   ;13
CONFIG_AD799X                                                   ;39
CONFIG_ASPEED_ADC                                               ;14
CONFIG_AXP20X_ADC                                               ;31
CONFIG_AXP288_ADC                                               ;21
CONFIG_CC10001_ADC                                              ;19
CONFIG_CPCAP_ADC                                                ;8
CONFIG_DA9150_GPADC                                             ;23
CONFIG_ENVELOPE_DETECTOR                                        ;26
CONFIG_EXYNOS_ADC                                               ;19
CONFIG_FSL_MX25_ADC                                             ;22
CONFIG_IMX7D_ADC                                                ;25
CONFIG_LP8788_ADC                                               ;22
CONFIG_LPC18XX_ADC                                              ;17
CONFIG_LTC2497                                                  ;34
CONFIG_MAX1027                                                  ;8
CONFIG_MAX1118                                                  ;10
CONFIG_MAX1363                                                  ;42
CONFIG_MCP3422                                                  ;35
CONFIG_MEDIATEK_MT6577_AUXADC                                   ;21
