xp; xp_val; conf; conf_val
; ; WLAN_VENDOR_ATMEL; y
; ; B43_PHY_N; y
; ; B43_PHY_HT; y
; ; B43_HWRNG; y
; ; WLAN_VENDOR_MARVELL; y
; ; WLAN_VENDOR_MEDIATEK; y
; ; RT2800PCI_RT33XX; y
; ; RT2800PCI_RT35XX; y
; ; RT2800PCI_RT53XX; y
; ; RT2800PCI_RT3290; y
; ; RT2800USB_RT33XX; y
; ; RT2800USB_RT35XX; y
; ; RTLWIFI_DEBUG; y
; ; RSI_DEBUGFS; y
; ; RSI_SDIO; y
; ; RSI_USB; y
; ; WLAN_VENDOR_ST; y
; ; WLAN_VENDOR_TI; y
; ; WLAN_VENDOR_ZYDAS; y
; ; WLAN_VENDOR_QUANTENNA; y
; ; XEN_NETDEV_FRONTEND; y
; ; CAPI_TRACE; y
; ; GIGASET_CAPI; y
; ; INPUT_LEDS; y
; ; INPUT_KEYBOARD; y
; ; KEYBOARD_ATKBD; y
; ; MOUSE_PS2; y
; ; MOUSE_PS2_ALPS; y
; ; MOUSE_PS2_BYD; y
; ; MOUSE_PS2_LOGIPS2PP; y
; ; MOUSE_PS2_SYNAPTICS; y
; ; MOUSE_PS2_SYNAPTICS_SMBUS; y
; ; MOUSE_PS2_CYPRESS; y
; ; MOUSE_PS2_LIFEBOOK; y
; ; MOUSE_PS2_TRACKPOINT; y
; ; MOUSE_PS2_FOCALTECH; y
; ; MOUSE_PS2_SMBUS; y
; ; MOUSE_ELAN_I2C_I2C; y
; ; TOUCHSCREEN_WM9705; y
; ; TOUCHSCREEN_WM9712; y
; ; TOUCHSCREEN_WM9713; y
; ; SERIO_I8042; y
; ; SERIO_LIBPS2; y
; ; VT_HW_CONSOLE_BINDING; y
; ; LEGACY_PTYS; y
; ; LDISC_AUTOLOAD; y
; ; DEVMEM; y
; ; SERIAL_SC16IS7XX_CORE; y
; ; SERIAL_SC16IS7XX_I2C; y
; ; HVC_DRIVER; y
; ; HVC_IRQ; y
; ; HVC_XEN; y
; ; HVC_XEN_FRONTEND; y
; ; HW_RANDOM; y
; ; HW_RANDOM_INTEL; y
; ; HW_RANDOM_AMD; y
; ; HW_RANDOM_VIA; y
; ; HW_RANDOM_MESON; y
; ; HW_RANDOM_CAVIUM; y
; ; HW_RANDOM_MTK; y
; ; DEVPORT; y
; ; ACPI_I2C_OPREGION; y
; ; I2C_COMPAT; y
; ; I2C_HELPER_AUTO; y
; ; PPS; y
; ; PTP_1588_CLOCK; y
; ; PTP_1588_CLOCK_DTE; y
; ; PTP_1588_CLOCK_KVM; y
; ; GENERIC_PINCTRL_GROUPS; y
; ; GENERIC_PINMUX_FUNCTIONS; y
; ; PINCTRL_INGENIC; y
; ; THERMAL; y
; ; THERMAL_HWMON; y
; ; THERMAL_OF; y
; ; THERMAL_WRITABLE_TRIPS; y
; ; THERMAL_DEFAULT_GOV_STEP_WISE; y
; ; THERMAL_GOV_STEP_WISE; y
; ; THERMAL_GOV_USER_SPACE; y
; ; HISI_THERMAL; y
; ; X86_PKG_TEMP_THERMAL; y
; ; MTK_THERMAL; y
; ; WATCHDOG_HANDLE_BOOT_ENABLED; y
; ; SIRFSOC_WATCHDOG; y
; ; BCMA_HOST_PCI; y
; ; BCMA_DRIVER_PCI; y
; ; RC_MAP; y
; ; RC_DECODERS; y
; ; IR_NEC_DECODER; y
; ; IR_RC5_DECODER; y
; ; IR_RC6_DECODER; y
; ; IR_JVC_DECODER; y
; ; IR_SONY_DECODER; y
; ; IR_SANYO_DECODER; y
; ; IR_SHARP_DECODER; y
; ; IR_MCE_KBD_DECODER; y
; ; IR_XMP_DECODER; y
; ; DVB_NET; y
; ; USB_VIDEO_CLASS_INPUT_EVDEV; y
; ; USB_GSPCA; y
; ; VIDEO_PVRUSB2_SYSFS; y
; ; VIDEO_GO7007_LOADER; y
; ; VIDEO_EM28XX_RC; y
; ; VIDEO_CX88_ENABLE_VP3054; y
; ; VIDEO_CX88_VP3054; y
; ; VIDEO_SAA7134_RC; y
; ; DVB_AV7110_OSD; y
; ; SMS_SIANO_RC; y
; ; DRM_KMS_FB_HELPER; y
; ; DRM_FBDEV_EMULATION; y
; ; FB_RADEON_I2C; y
; ; FB_MB862XX_I2C; y
; ; LCD_CLASS_DEVICE; y
; ; FRAMEBUFFER_CONSOLE; y
; ; FRAMEBUFFER_CONSOLE_DETECT_PRIMARY; y
; ; LOGO_LINUX_MONO; y
; ; LOGO_LINUX_VGA16; y
; ; LOGO_LINUX_CLUT224; y
; ; SND_SUPPORT_OLD_API; y
; ; SND_VERBOSE_PROCFS; y
; ; SND_CS46XX_NEW_DSP; y
; ; HID_A4TECH; y
; ; HID_APPLE; y
; ; HID_BELKIN; y
; ; HID_CHERRY; y
; ; HID_CHICONY; y
; ; HID_CYPRESS; y
; ; HID_EZKEY; y
; ; HID_ITE; y
; ; HID_KENSINGTON; y
; ; HID_LOGITECH; y
; ; HID_MICROSOFT; y
; ; HID_MONTEREY; y
; ; HID_PICOLCD_LCD; y
; ; USB_HID; y
; ; USB_PCI; y
; ; USB_DEFAULT_PERSIST; y
; ; USB_XHCI_PCI; y
; ; USB_EHCI_TT_NEWSCHED; y
; ; USB_EHCI_PCI; y
; ; USB_OHCI_HCD_PCI; y
; ; REALTEK_AUTOPM; y
; ; PWRSEQ_EMMC; y
; ; PWRSEQ_SIMPLE; y
; ; INFINIBAND_ADDR_TRANS; y
; ; INFINIBAND_ADDR_TRANS_CONFIGFS; y
; ; RENESAS_DMA; y
; ; SH_DMAE_BASE; y
; ; XEN_SCRUB_PAGES; y
; ; XEN_DEV_EVTCHN; y
; ; XEN_BACKEND; y
; ; XENFS; y
; ; XEN_COMPAT_XENFS; y
; ; XEN_SYS_HYPERVISOR; y
; ; XEN_GRANT_DEV_ALLOC; y
; ; XEN_PCIDEV_BACKEND; y
; ; XEN_AUTO_XLATE; y
; ; XEN_SYMS; y
; ; BCM_VIDEOCORE; y
; ; THINKPAD_ACPI_ALSA_SUPPORT; y
; ; THINKPAD_ACPI_VIDEO; y
; ; THINKPAD_ACPI_HOTKEY_POLL; y
; ; INTEL_SCU_IPC_UTIL; y
; ; COMMON_CLK_XGENE; y
; ; KXSD9_SPI; y
; ; KXSD9_I2C; y
; ; ARM_SCPI_POWER_DOMAIN; y
; ; DMIID; y
; ; EXT4_USE_FOR_EXT2; y
; ; OCFS2_FS_O2CB; y
; ; OCFS2_FS_STATS; y
; ; OCFS2_DEBUG_MASKLOG; y
; ; MANDATORY_FILE_LOCKING; y
; ; DNOTIFY; y
; ; INOTIFY_USER; y
; ; PRINT_QUOTA_WARNING; y
; ; PROC_VMCORE; y
; ; UBIFS_FS_LZO; y
; ; UBIFS_FS_ZLIB; y
; ; UBIFS_FS_SECURITY; y
; ; SQUASHFS_ZLIB; y
; ; NETWORK_FILESYSTEMS; y
; ; ENABLE_WARN_DEPRECATED; y
; ; ENABLE_MUST_CHECK; y
; ; UNUSED_SYMBOLS; y
; ; SECTION_MISMATCH_WARN_ONLY; y
; ; DETECT_HUNG_TASK; y
; ; SCHED_DEBUG; y
; ; NOP_TRACER; y
; ; TRACE_CLOCK; y
; ; RING_BUFFER; y
; ; EVENT_TRACING; y
; ; CONTEXT_SWITCH_TRACER; y
; ; TRACING; y
; ; FTRACE; y
; ; BRANCH_PROFILE_NONE; y
; ; UPROBE_EVENTS; y
; ; PROBE_EVENTS; y
; ; TRACING_EVENTS_GPIO; y
; ; X86_VERBOSE_BOOTUP; y
; ; X86_DEBUG_FPU; y
; ; PAGE_TABLE_ISOLATION; y
; ; CRYPTO_MANAGER_DISABLE_TESTS; y
; ; CRYPTO_ECHAINIV; y
; ; CRYPTO_DEFLATE; y
; ; CRYPTO_LZO; y
; ; VIRTUALIZATION; y
; ; BINARY_PRINTF; y
; ; ZLIB_DEFLATE; y
; ; LZO_COMPRESS; y
; ; LZO_DECOMPRESS; y
; ; GLOB; y
; ; FONT_8x8; y
