option,type
PINCTRL_PFC_SH7723,BOOL
THERMAL_GOV_FAIR_SHARE,BOOL
VIDEO_STI_DELTA_MJPEG,BOOL
NAU7802,TRISTATE
INET_TCP_DIAG,TRISTATE
ATM_ZATM_DEBUG,BOOL
IBM_EMAC_DEBUG,BOOL
TOUCHSCREEN_IPAQ_MICRO,TRISTATE
HW_RANDOM_OMAP3_ROM,TRISTATE
POWER_RESET_LTC2952,BOOL
MMC_DEBUG,BOOL
HOTPLUG_PCI,BOOL
NFT_DUP_IPV4,TRISTATE
MTD_ONENAND_GENERIC,TRISTATE
SERIAL_8250_RT288X,BOOL
SPI_IMX,TRISTATE
THERMAL_DEFAULT_GOV_USER_SPACE,BOOL
VIDEO_STI_DELTA_DRIVER,TRISTATE
PALMAS_GPADC,TRISTATE
TEST_RHASHTABLE,TRISTATE
INET_UDP_DIAG,TRISTATE
ATM_NICSTAR,TRISTATE
IBM_EMAC_ZMII,BOOL
HW_RANDOM_OCTEON,TRISTATE
POWER_RESET_QNAP,BOOL
MMC_ARMMMCI,TRISTATE
TOUCHSCREEN_HTCPEN,TRISTATE
PCIE_ECRC,BOOL
NF_TABLES_ARP,TRISTATE
MTD_ONENAND_OMAP2,TRISTATE
AHCI_DM816,TRISTATE
SPI_JCORE,TRISTATE
PINCTRL_PFC_SH7724,BOOL
THERMAL_GOV_USER_SPACE,BOOL
VIDEO_SH_VEU,TRISTATE
QCOM_VADC_COMMON,TRISTATE
INET_RAW_DIAG,TRISTATE
ATM_NICSTAR_USE_SUNI,BOOL
IBM_EMAC_RGMII,BOOL
HW_RANDOM_PASEMI,TRISTATE
POWER_RESET_RESTART,BOOL
MMC_QCOM_DML,BOOL
PCIEAER_INJECT,TRISTATE
NF_LOG_ARP,TRISTATE
AHCI_ST,TRISTATE
TOUCHSCREEN_PENMOUNT,TRISTATE
SERIAL_8250_OMAP,TRISTATE
SPI_LM70_LLP,TRISTATE
THERMAL_DEFAULT_GOV_POWER_ALLOCATOR,BOOL
VIDEO_RENESAS_FDP1,TRISTATE
QCOM_PM8XXX_XOADC,TRISTATE
NVMEM_LPC18XX_OTP,TRISTATE
RANDOMIZE_MEMORY,BOOL
INET_DIAG_DESTROY,BOOL
ATM_NICSTAR_USE_IDT77105,BOOL
IBM_EMAC_TAH,BOOL
HW_RANDOM_VIRTIO,TRISTATE
POWER_RESET_ST,BOOL
QCOM_BAM_DMA,TRISTATE
SERIAL_8250_OMAP_TTYO_FIXUP,BOOL
TOUCHSCREEN_EDT_FT5X06,TRISTATE
PCIEASPM,BOOL
NF_NAT_IPV4,TRISTATE
AHCI_IMX,TRISTATE
SPI_LP8841_RTC,TRISTATE
PINCTRL_PFC_SH7734,BOOL
THERMAL_GOV_POWER_ALLOCATOR,BOOL
VIDEO_RENESAS_FCP,TRISTATE
QCOM_SPMI_IADC,TRISTATE
RANDOMIZE_MEMORY_PHYSICAL_PADDING,HEX
TCP_CONG_ADVANCED,BOOL
ATM_IDT77252,TRISTATE
IBM_EMAC_EMAC4,BOOL
HW_RANDOM_TX4939,TRISTATE
POWER_RESET_VERSATILE,BOOL
MMC_PXA,TRISTATE
SERIAL_8250_LPC18XX,TRISTATE
PCIEASPM_DEBUG,BOOL
NFT_CHAIN_NAT_IPV4,TRISTATE
MTD_ONENAND_SAMSUNG,TRISTATE
THERMAL_OF,BOOL
THERMAL_GOV_BANG_BANG,BOOL
VIDEO_RENESAS_JPU,TRISTATE
QCOM_SPMI_VADC,TRISTATE
TEST_USER_COPY,TRISTATE
HOTPLUG_SMT,BOOL
BLK_DEV_CS5535,TRISTATE
MFD_BCM590XX,TRISTATE
USB_DWC3_OF_SIMPLE,TRISTATE
RTC_INTF_SYSFS,BOOL
ARCH_SUPPORTS_MEMORY_FAILURE,BOOL
INTEL_IPS,TRISTATE
CIFS_DEBUG,BOOL
IRQ_FORCED_THREADING,BOOL
BLK_DEV_CS5536,TRISTATE
MFD_AC100,TRISTATE
USB_DWC3_ST,TRISTATE
RTC_INTF_PROC,BOOL
STA2X11,BOOL
INTEL_PMC_CORE,BOOL
PCI_LOCKLESS_CONFIG,BOOL
BLK_DEV_JMICRON,TRISTATE
MFD_AXP20X_RSB,TRISTATE
USB_DWC2,TRISTATE
RTC_INTF_DEV,BOOL
NVMEM_MXS_OCOTP,TRISTATE
CIFS_DEBUG2,BOOL
X86_DMA_REMAP,BOOL
IBM_RTL,TRISTATE
BLK_DEV_SC1200,TRISTATE
RTC_LIB,BOOL
RTC_INTF_DEV_UIE_EMUL,BOOL
CHROME_PLATFORMS,BOOL
CIFS_DEBUG_DUMP_KEYS,BOOL
MFD_STA2X11,BOOL
USB_DWC2_DUAL_ROLE,BOOL
XO1_RFKILL,TRISTATE
BLK_DEV_PIIX,TRISTATE
RTC_MC146818_LIB,BOOL
RTC_DRV_TEST,TRISTATE
CROS_EC_PROTO,BOOL
CIFS_DFS_UPCALL,BOOL
GPIOLIB,BOOL
USB_DWC2_HOST,BOOL
XO15_EBOOK,TRISTATE
SPARSE_IRQ,BOOL
BLK_DEV_IT8172,TRISTATE
MFD_CROS_EC_I2C,TRISTATE
RTC_DRV_88PM860X,TRISTATE
CIFS_NFSD_EXPORT,BOOL
X86_32_IRIS,TRISTATE
USB_DWC2_PERIPHERAL,BOOL
SAMSUNG_LAPTOP,TRISTATE
SRCU,BOOL
BLK_DEV_IT8213,TRISTATE
MFD_CROS_EC_SPI,TRISTATE
RTC_DRV_88PM80X,TRISTATE
CIFS_SMB311,BOOL
SCHED_OMIT_FRAME_POINTER,BOOL
USB_DWC2_PCI,TRISTATE
INTEL_OAKTRAIL,TRISTATE
SYSCTL_EXCEPTION_TRACE,BOOL
BLK_DEV_IT821X,TRISTATE
MFD_ASIC3,BOOL
RTC_DRV_ABB5ZES3,TRISTATE
CIFS_FSCACHE,BOOL
PARAVIRT_DEBUG,BOOL
USB_DWC2_DEBUG,BOOL
SAMSUNG_Q10,TRISTATE
HYPERV_VSOCKETS,TRISTATE
IBM_EMAC_NO_FLOW_CTRL,BOOL
HISAX_HFC4S8S,TRISTATE
HID_ACRUX_FF,BOOL
QCOM_APCS_IPC,TRISTATE
IIO_ADIS_LIB,TRISTATE
CRYPTO_BLOWFISH,TRISTATE
AHCI_CEVA,TRISTATE
SPI_MPC52xx,TRISTATE
PINCTRL_PFC_SH7757,BOOL
DVB_B2C2_FLEXCOP_DEBUG,BOOL
SND_AW2,TRISTATE
NETLINK_DIAG,TRISTATE
IBM_EMAC_MAL_CLR_ICINTSTAT,BOOL
HISAX_FRITZ_PCIPNP,TRISTATE
HID_APPLE,TRISTATE
TEGRA_HSP_MBOX,BOOL
IIO_ADIS_LIB_BUFFER,BOOL
CRYPTO_BLOWFISH_COMMON,TRISTATE
AHCI_MTK,TRISTATE
SPI_MPC52xx_PSC,TRISTATE
DVB_AS102,TRISTATE
SND_AZT3328,TRISTATE
MPLS_ROUTING,TRISTATE
IBM_EMAC_MAL_COMMON_ERR,BOOL
CAPI_TRACE,BOOL
HID_APPLEIR,TRISTATE
IIO_BUFFER,BOOL
CRYPTO_BLOWFISH_X86_64,TRISTATE
AHCI_MVEBU,TRISTATE
SPI_MPC512x_PSC,TRISTATE
PINCTRL_PFC_SH7785,BOOL
VIDEO_EM28XX,TRISTATE
SND_BT87X,TRISTATE
ARCH_TEGRA_186_SOC,BOOL
MPLS_IPTUNNEL,TRISTATE
EHEA,TRISTATE
ISDN_CAPI_CAPI20,TRISTATE
HID_ASUS,TRISTATE
ADIS16203,TRISTATE
CRYPTO_CAMELLIA,TRISTATE
AHCI_OCTEON,TRISTATE
SPI_FSL_LIB,TRISTATE
VIDEO_EM28XX_V4L2,TRISTATE
SND_BT87X_OVERCLOCK,BOOL
BCM_PDC_MBOX,TRISTATE
NET_NSH,TRISTATE
IBMVNIC,TRISTATE
ISDN_CAPI_MIDDLEWARE,BOOL
HID_AUREAL,TRISTATE
ADIS16209,TRISTATE
CRYPTO_CAMELLIA_X86_64,TRISTATE
SPI_FSL_CPM,TRISTATE
PINCTRL_PFC_SH7786,BOOL
VIDEO_TVP5150,TRISTATE
SND_CA0106,TRISTATE
BCM_FLEXRM_MBOX,TRISTATE
HAVE_KVM_IRQ_BYPASS,BOOL
NET_VENDOR_INTEL,BOOL
HOTPLUG_CPU,BOOL
HSR,TRISTATE
ISDN_CAPI_CAPIDRV,TRISTATE
HID_BELKIN,TRISTATE
CRYPTO_CAMELLIA_AESNI_AVX_X86_64,TRISTATE
AHCI_SUNXI,TRISTATE
SPI_FSL_SPI,TRISTATE
VIDEO_MT9V011,TRISTATE
ADIS16240,TRISTATE
BOOTPARAM_HOTPLUG_CPU0,BOOL
NET_L3_MASTER_DEV,BOOL
E100,TRISTATE
ISDN_CAPI_CAPIDRV_VERBOSE,BOOL
SND_CMIPCI,TRISTATE
HID_BETOP_FF,TRISTATE
IOMMU_IO_PGTABLE,BOOL
CRYPTO_CAMELLIA_AESNI_AVX2_X86_64,TRISTATE
AHCI_TEGRA,TRISTATE
SPI_FSL_DSPI,TRISTATE
PINCTRL_PFC_SHX3,BOOL
VIDEO_OV2640,TRISTATE
AD7606,TRISTATE
DEBUG_HOTPLUG_CPU0,BOOL
QRTR,TRISTATE
E1000,TRISTATE
CAPI_AVM,BOOL
SND_OXYGEN_LIB,TRISTATE
HID_CHERRY,TRISTATE
IOMMU_IO_PGTABLE_LPAE,BOOL
CRYPTO_CAMELLIA_SPARC64,TRISTATE
AHCI_XGENE,TRISTATE
SPI_FSL_ESPI,TRISTATE
VIDEO_EM28XX_ALSA,TRISTATE
THREAD_INFO_IN_TASK,BOOL
DEVTMPFS_MOUNT,BOOL
CPMAC,TRISTATE
BRCMFMAC_SDIO,BOOL
TOUCHSCREEN_MIGOR,TRISTATE
HISI_KIRIN_DW_DSI,TRISTATE
SND_SUN4I_CODEC,TRISTATE
MMC_SDHCI,TRISTATE
NF_NAT_MASQUERADE_IPV4,TRISTATE
VIDEO_RENESAS_VSP1,TRISTATE
FB_PS3_DEFAULT_SIZE_M,INT
SND_SOC_FSL_SPDIF,TRISTATE
PANEL_CHANGE_MESSAGE,BOOL
PREVENT_FIRMWARE_BUILD,BOOL
TILE_NET,TRISTATE
BRCMFMAC_USB,BOOL
SND_SUN8I_CODEC,TRISTATE
MMC_SDHCI_IO_ACCESSORS,BOOL
USER_STACKTRACE_SUPPORT,BOOL
VIRTUALIZATION,BOOL
NFT_MASQ_IPV4,TRISTATE
VIDEO_TI_VPE,TRISTATE
PANEL_BOOT_MESSAGE,STRING
VIRT_TO_BUS,BOOL
FIRMWARE_IN_KERNEL,BOOL
BRCMFMAC_PCIE,BOOL
TOUCHSCREEN_TOUCHRIGHT,TRISTATE
SND_SOC_FSL_ESAI,TRISTATE
SND_SUN8I_CODEC_ANALOG,TRISTATE
MMC_SDHCI_BIG_ENDIAN_32BIT_BYTE_SWAPPER,BOOL
HAVE_ARM_SMCCC,BOOL
NFT_REDIR_IPV4,TRISTATE
MTD_ONENAND_OTP,BOOL
VIDEO_TI_VPDMA,TRISTATE
FB_XILINX,TRISTATE
UIO_CIF,TRISTATE
X86_FEATURE_NAMES,BOOL
EXTRA_FIRMWARE,STRING
BRCM_TRACING,BOOL
TOUCHSCREEN_TOUCHWIN,TRISTATE
SND_SOC_FSL_UTILS,TRISTATE
MMC_SDHCI_PCI,TRISTATE
MTK_SMI,BOOL
NF_NAT_SNMP_BASIC,TRISTATE
MTD_ONENAND_2X_PROGRAM,BOOL
VIDEO_TI_SC,TRISTATE
SND_SUN4I_I2S,TRISTATE
UIO_PDRV_GENIRQ,TRISTATE
EXTRA_FIRMWARE_DIR,STRING
NET_VENDOR_TOSHIBA,BOOL
BRCMDBG,BOOL
DRM_MEDIATEK_HDMI,TRISTATE
FB_GOLDFISH,TRISTATE
SND_SOC_IMX_AUDMUX,TRISTATE
MMC_RICOH_MMC,BOOL
PROC_FS,BOOL
NF_NAT_PROTO_GRE,TRISTATE
MTD_QINFO_PROBE,TRISTATE
TOUCHSCREEN_TI_AM335X_TSC,TRISTATE
VIDEO_TI_CSC,TRISTATE
SND_SUN4I_SPDIF,TRISTATE
UIO_DMEM_GENIRQ,TRISTATE
INSTRUCTION_DECODER,BOOL
WLAN_VENDOR_CISCO,BOOL
DRM_ZTE,TRISTATE
FB_COBALT,TRISTATE
SND_POWERPC_SOC,TRISTATE
MMC_SDHCI_ACPI,TRISTATE
NF_NAT_PPTP,TRISTATE
MTD_LPDDR2_NVM,TRISTATE
VIDEO_TI_VPE_DEBUG,BOOL
SND_SOC_TEGRA,TRISTATE
UIO_AEC,TRISTATE
KPROBES,BOOL
FW_LOADER_USER_HELPER,BOOL
AIRO,TRISTATE
MFD_TI_AM335X_TSCADC,TRISTATE
DRM_MXS,BOOL
FB_SH7760,BOOL
MMC_SDHCI_PLTFM,TRISTATE
KVM_INTEL,TRISTATE
NF_NAT_H323,TRISTATE
VIDEO_QCOM_VENUS,TRISTATE
SND_MPC52xx_DMA,TRISTATE
SND_SOC_TEGRA20_AC97,TRISTATE
UIO_SERCOS3,TRISTATE
UPROBES,BOOL
FW_LOADER_USER_HELPER_FALLBACK,BOOL
MTD_MT81xx_NOR,TRISTATE
GELIC_NET,TRISTATE
AIRO_CS,TRISTATE
TOUCHSCREEN_UCB1400,TRISTATE
DRM_MXSFB,TRISTATE
MMC_SDHCI_OF_ARASAN,TRISTATE
IP_NF_IPTABLES,TRISTATE
SND_SOC_POWERPC_DMA,TRISTATE
SND_SOC_TEGRA20_DAS,TRISTATE
UIO_PCI_GENERIC,TRISTATE
QCOM_MDT_LOADER,TRISTATE
SLOB,BOOL
BLK_DEV_NS87415,TRISTATE
ATM_IDT77252_DEBUG,BOOL
HW_RANDOM_MXC_RNGA,TRISTATE
IR_WINBOND_CIR,TRISTATE
IIO_TRIGGERED_BUFFER,TRISTATE
EFI_ARMSTUB,BOOL
PINCTRL_SPEAR,BOOL
RCAR_GYRO_ADC,TRISTATE
PWM_MXS,TRISTATE
TEST_BPF,TRISTATE
SLAB_MERGE_DEFAULT,BOOL
BLK_DEV_SVWKS,TRISTATE
ATM_IDT77252_RCV_ALL,BOOL
IR_IGORPLUGUSB,TRISTATE
AD7606_IFACE_PARALLEL,TRISTATE
APPLE_GMUX,TRISTATE
EFI_BOOTLOADER_CONTROL,TRISTATE
PINCTRL_SPEAR3XX,BOOL
ROCKCHIP_SARADC,TRISTATE
PWM_PCA9685,TRISTATE
TEST_FIRMWARE,TRISTATE
SLAB_FREELIST_RANDOM,BOOL
ATM_IDT77252_USE_SUNI,BOOL
HW_RANDOM_IMX_RNGC,TRISTATE
IR_IGUANA,TRISTATE
AD7606_IFACE_SPI,TRISTATE
INTEL_RST,TRISTATE
EFI_CAPSULE_LOADER,TRISTATE
BLK_DEV_SGIIOC4,TRISTATE
SPEAR_ADC,TRISTATE
PWM_PUV3,TRISTATE
TEST_SYSCTL,TRISTATE
SLAB_FREELIST_HARDENED,BOOL
ATM_AMBASSADOR,TRISTATE
HW_RANDOM_NOMADIK,TRISTATE
IR_TTUSBIR,TRISTATE
AD7780,TRISTATE
INTEL_SMARTCONNECT,TRISTATE
EFI_CAPSULE_QUIRK_QUARK_CSH,BOOL
BLK_DEV_SIIMAGE,TRISTATE
PINCTRL_SPEAR300,BOOL
STM32_ADC_CORE,TRISTATE
PWM_PXA,TRISTATE
TEST_UDELAY,TRISTATE
SLUB_CPU_PARTIAL,BOOL
ATM_AMBASSADOR_DEBUG,BOOL
HW_RANDOM_PSERIES,TRISTATE
IR_RX51,TRISTATE
PVPANIC,TRISTATE
AD_SIGMA_DELTA,TRISTATE
EFI_TEST,TRISTATE
IIO_STM32_TIMER_TRIGGER,TRISTATE
PWM_RCAR,TRISTATE
TEST_STATIC_KEYS,TRISTATE
MMAP_ALLOW_UNINITIALIZED,BOOL
BLK_DEV_SIS5513,TRISTATE
ATM_HORIZON,TRISTATE
AD7816,TRISTATE
INTEL_BXTWC_PMIC_TMU,TRISTATE
EFI_DEV_PATH_PARSER,BOOL
PINCTRL_SPEAR310,BOOL
STM32_ADC,TRISTATE
PWM_RENESAS_TPU,TRISTATE
TEST_KMOD,TRISTATE
SYSTEM_DATA_VERIFICATION,BOOL
BLK_DEV_SL82C105,TRISTATE
ATM_HORIZON_DEBUG,BOOL
HW_RANDOM_POWERNV,TRISTATE
AD7192,TRISTATE
RESET_ATTACK_MITIGATION,BOOL
SURFACE_PRO3_BUTTON,TRISTATE
STX104,TRISTATE
PWM_OMAP_DMTIMER,TRISTATE
TEST_DEBUG_VIRTUAL,TRISTATE
BLK_DEV_SLC90E66,TRISTATE
HW_RANDOM_TPM,TRISTATE
AD7280,TRISTATE
PWM_ROCKCHIP,TRISTATE
SYSTEM_TRUSTED_KEYRING,BOOL
ATM_IA,TRISTATE
PINCTRL_SPEAR_PLGPIO,BOOL
IR_IMG,TRISTATE
SURFACE_3_BUTTON,TRISTATE
MEMTEST,BOOL
ISDN_DRV_AVMB1_B1ISA,TRISTATE
COMPAT_VDSO,BOOL
TCP_CONG_BIC,TRISTATE
ALLOW_DEV_COREDUMP,BOOL
POWER_RESET_VEXPRESS,BOOL
MFD_DA9052_SPI,BOOL
AC97_BUS,TRISTATE
RTC_DRV_ABX80X,TRISTATE
NCP_FS,TRISTATE
PARAVIRT_SPINLOCKS,BOOL
SPI_MESON_SPICC,TRISTATE
CLOCK_THERMAL,BOOL
USB_DWC2_VERBOSE,BOOL
PHY_XGENE,TRISTATE
ISDN_DRV_AVMB1_B1PCI,TRISTATE
PCIEASPM_DEFAULT,BOOL
COMPAT_32,BOOL
TCP_CONG_CUBIC,TRISTATE
DEV_COREDUMP,BOOL
POWER_RESET_XGENE,BOOL
MFD_DA9052_I2C,BOOL
UCB1400_CORE,TRISTATE
NCPFS_PACKET_SIGNING,BOOL
QUEUED_LOCK_STAT,BOOL
AHCI_QORIQ,TRISTATE
DEVFREQ_THERMAL,BOOL
USB_DWC2_TRACK_MISSED_SOFS,BOOL
RTC_DRV_AC100,TRISTATE
ISDN_DRV_AVMB1_B1PCIV4,BOOL
PCIEASPM_POWERSAVE,BOOL
TCP_CONG_WESTWOOD,TRISTATE
DEBUG_DRIVER,BOOL
TOUCHSCREEN_PIXCIR,TRISTATE
SPI_MESON_SPIFC,TRISTATE
POWER_RESET_KEYSTONE,BOOL
MFD_EXYNOS_LPASS,TRISTATE
NCPFS_IOCTL_LOCKING,BOOL
XEN,BOOL
LEGACY_VSYSCALL_EMULATE,BOOL
SATA_FSL,TRISTATE
THERMAL_EMULATION,BOOL
USB_DWC2_DEBUG_PERIODIC,BOOL
RTC_DRV_BRCMSTB,TRISTATE
ISDN_DRV_AVMB1_T1ISA,TRISTATE
PCIEASPM_POWER_SUPERSAVE,BOOL
TCP_CONG_HTCP,TRISTATE
DEBUG_DEVRES,BOOL
TOUCHSCREEN_WDT87XX_I2C,TRISTATE
SPI_MT65XX,TRISTATE
POWER_RESET_SYSCON,BOOL
CRYPTO_DEV_FSL_CAAM_AHASH_API,TRISTATE
PARAVIRT_CLOCK,BOOL
LEGACY_VSYSCALL_NATIVE,BOOL
SATA_GEMINI,TRISTATE
HISI_THERMAL,TRISTATE
MFD_MC13XXX_SPI,TRISTATE
USB_CHIPIDEA,TRISTATE
RTC_DRV_AS3722,TRISTATE
NCPFS_STRONG,BOOL
ISDN_DRV_AVMB1_B1PCMCIA,TRISTATE
PCIEASPM_PERFORMANCE,BOOL
TCP_CONG_HSTCP,TRISTATE
DEBUG_TEST_DRIVER_REMOVE,BOOL
TOUCHSCREEN_WM831X,TRISTATE
SPI_NUC900,TRISTATE
POWER_RESET_SYSCON_POWEROFF,BOOL
XEN_PV,BOOL
LEGACY_VSYSCALL_NONE,BOOL
SATA_AHCI_SEATTLE,TRISTATE
IMX_THERMAL,TRISTATE
MFD_MC13XXX_I2C,TRISTATE
USB_CHIPIDEA_OF,TRISTATE
RTC_DRV_DS1307,TRISTATE
NCPFS_NFS_NS,BOOL
ISDN_DRV_AVMB1_AVM_CS,TRISTATE
PCIE_PME,BOOL
TCP_CONG_HYBLA,TRISTATE
TEST_ASYNC_DRIVER_PROBE,TRISTATE
SPI_LANTIQ_SSC,TRISTATE
POWER_RESET_RMOBILE,TRISTATE
CMDLINE_BOOL,BOOL
MFD_HI6421_PMIC,TRISTATE
MFD_WM831X,BOOL
USB_CHIPIDEA_PCI,TRISTATE
RTC_DRV_DS1307_HWMON,BOOL
XEN_HAVE_PVMMU,BOOL
NCPFS_OS2_NS,BOOL
ISDN_DRV_AVMB1_T1PCI,TRISTATE
PCIE_DPC,BOOL
TCP_CONG_VEGAS,TRISTATE
SPI_OC_TINY,TRISTATE
MAX77620_THERMAL,TRISTATE
CMDLINE,STRING
SYS_HYPERVISOR,BOOL
SATA_INIC162X,TRISTATE
TOUCHSCREEN_WM97XX,TRISTATE
MFD_HI655X_PMIC,TRISTATE
USB_CHIPIDEA_UDC,BOOL
RTC_DRV_DS1307_CENTURY,BOOL
XEN_HAVE_VPMU,BOOL
ISDN_DRV_AVMB1_C4,TRISTATE
PCIE_PTM,BOOL
TCP_CONG_NV,TRISTATE
SPI_OCTEON,TRISTATE
POWER_RESET_ZX,TRISTATE
QORIQ_THERMAL,TRISTATE
NCPFS_SMALLDOS,BOOL
TOUCHSCREEN_WM9705,BOOL
XEN_PV_SMP,BOOL
CMDLINE_OVERRIDE,BOOL
GENERIC_CPU_DEVICES,BOOL
SATA_ACARD_AHCI,TRISTATE
HTC_PASIC3,TRISTATE
USB_CHIPIDEA_HOST,BOOL
RTC_DRV_DS1374,TRISTATE
CRYPTO_DEV_FSL_CAAM_PKC_API,TRISTATE
QRTR_SMD,TRISTATE
MTD_SPI_NOR_USE_4K_SECTORS,BOOL
E1000E,TRISTATE
TCG_TPM,TRISTATE
DRM_MESON,TRISTATE
SND_OXYGEN,TRISTATE
MMC_SDHCI_OF_AT91,TRISTATE
PWM_SAMSUNG,TRISTATE
KEYS,BOOL
GENERIC_ATOMIC64,BOOL
IP_NF_MATCH_AH,TRISTATE
ATM_IA_DEBUG,BOOL
SERIAL_8250_MT6577,TRISTATE
VIDEO_EM28XX_DVB,TRISTATE
SND_SOC_MPC8610_HPCD,TRISTATE
HID_CHICONY,TRISTATE
UIO_NETX,TRISTATE
INTEL_PUNIT_IPC,TRISTATE
SPI_ASPEED_SMC,TRISTATE
GELIC_WIRELESS,BOOL
HW_RANDOM_HISI,TRISTATE
DRM_MESON_DW_HDMI,TRISTATE
FB_DA8XX,TRISTATE
SND_CS4281,TRISTATE
MMC_SDHCI_OF_ESDHC,TRISTATE
IOMMU_IO_PGTABLE_LPAE_SELFTEST,BOOL
RPMSG,TRISTATE
PWM_SPEAR,TRISTATE
IP_NF_MATCH_ECN,TRISTATE
ATM_FORE200E,TRISTATE
SERIAL_8250_UNIPHIER,TRISTATE
DVB_S921,TRISTATE
HID_CORSAIR,TRISTATE
UIO_FSL_ELBC_GPCM,TRISTATE
INTEL_TELEMETRY,TRISTATE
NET_NCSI,BOOL
E1000E_HWTS,BOOL
WLAN,BOOL
HW_RANDOM_MSM,TRISTATE
DRM_TINYDRM,TRISTATE
SND_CS46XX,TRISTATE
IOMMU_IO_PGTABLE_ARMV7S,BOOL
FSL_GUTS,BOOL
PWM_STI,TRISTATE
CRYPTO_RSA,TRISTATE
IP_NF_MATCH_RPFILTER,TRISTATE
ATM_FORE200E_USE_TASKLET,BOOL
SERIAL_8250_INGENIC,TRISTATE
DVB_DRXD,TRISTATE
SND_SOC_CS4270,TRISTATE
HID_PRODIKEYS,TRISTATE
UIO_FSL_ELBC_GPCM_NETX5152,BOOL
MLX_PLATFORM,TRISTATE
RPS,BOOL
SPI_ATMEL_QUADSPI,TRISTATE
IGB,TRISTATE
SPIDER_NET,TRISTATE
HW_RANDOM_ST,TRISTATE
TINYDRM_MIPI_DBI,TRISTATE
FB_VIRTUAL,TRISTATE
SND_CS46XX_NEW_DSP,BOOL
MMC_SDHCI_OF_HLWD,TRISTATE
IOMMU_IO_PGTABLE_ARMV7S_SELFTEST,BOOL
IP_NF_MATCH_TTL,TRISTATE
ATM_FORE200E_TX_RETRY,INT
SERIAL_8250_LPSS,TRISTATE
DVB_TDA10071,TRISTATE
SND_SOC_CS4270_VD33_ERRATA,BOOL
HID_CMEDIA,TRISTATE
UIO_PRUSS,TRISTATE
MLX_CPLD_PLATFORM,TRISTATE
RFS_ACCEL,BOOL
TC35815,TRISTATE
HW_RANDOM_XGENE,TRISTATE
TINYDRM_MI0283QT,TRISTATE
XEN_FBDEV_FRONTEND,TRISTATE
SND_CS5530,TRISTATE
MMC_SDHCI_CADENCE,TRISTATE
OF_IOMMU,BOOL
PWM_STM32_LP,TRISTATE
ASYMMETRIC_PUBLIC_KEY_SUBTYPE,TRISTATE
IP_NF_FILTER,TRISTATE
ATM_FORE200E_DEBUG,INT
IGB_HWMON,BOOL
DVB_A8293,TRISTATE
SND_SOC_P1022_DS,TRISTATE
HID_CP2112,TRISTATE
DW_DMAC_PCI,TRISTATE
UIO_MF624,TRISTATE
INTEL_TURBO_MAX_3,BOOL
ASN1,TRISTATE
SPI_CADENCE_QUADSPI,TRISTATE
NET_VENDOR_TUNDRA,BOOL
HW_RANDOM_STM32,TRISTATE
TINYDRM_REPAPER,TRISTATE
FB_METRONOME,TRISTATE
SND_CS5535AUDIO,TRISTATE
MMC_SDHCI_CNS3XXX,TRISTATE
FSL_PAMU,BOOL
PWM_STMPE,BOOL
IP_NF_TARGET_REJECT,TRISTATE
ATM_HE,TRISTATE
IGB_DCA,BOOL
DVB_DRX39XYJ,TRISTATE
HID_CYPRESS,TRISTATE
UIO_HV_GENERIC,TRISTATE
SILEAD_DMI,BOOL
RATIONAL,BOOL
XPS,BOOL
SPI_FSL_QUADSPI,TRISTATE
HW_RANDOM_PIC32,TRISTATE
TINYDRM_ST7586,TRISTATE
SND_CTXFI,TRISTATE
MMC_SDHCI_ESDHC_IMX,TRISTATE
OID_REGISTRY,TRISTATE
SERIAL_8250_MID,TRISTATE
IP_NF_TARGET_SYNPROXY,TRISTATE
ATM_HE_USE_SUNI,BOOL
DVB_TC90522,TRISTATE
FB_MB862XX,TRISTATE
SND_SOC_WM8776,TRISTATE
HID_DRAGONRISE,TRISTATE
DCA,TRISTATE
VFIO_IOMMU_TYPE1,TRISTATE
PMC_ATOM,BOOL
HWBM,BOOL
SPI_HISI_SFC,TRISTATE
TSI108_ETH,TRISTATE
HW_RANDOM_MESON,TRISTATE
DRM_PL111,TRISTATE
SND_DARLA20,TRISTATE
MMC_SDHCI_DOVE,TRISTATE
MSM_IOMMU,BOOL
X509_CERTIFICATE_PARSER,TRISTATE
IP_NF_NAT,TRISTATE
ATM_SOLOS,TRISTATE
IGBVF,TRISTATE
MEDIA_TUNER_QM1D1C0042,TRISTATE
SND_SOC_P1022_RDK,TRISTATE
DRAGONRISE_FF,BOOL
HSU_DMA,TRISTATE
VFIO,TRISTATE
MIPS_PLATFORM_DEVICES,BOOL
PWM_TEGRA,TRISTATE
PCI_BUS_ADDR_T_64BIT,BOOL
TCP_CONG_SCALABLE,TRISTATE
WLAN_VENDOR_INTEL,BOOL
REBOOT_MODE,TRISTATE
NCPFS_NLS,BOOL
CRYPTO_CAST_COMMON,TRISTATE
XEN_DOM0,BOOL
SATA_SIL24,TRISTATE
PINCTRL_SPEAR320,BOOL
SND_SOC_TEGRA20_I2S,TRISTATE
QCOM_SCM,BOOL
SAMPLES,BOOL
TCP_CONG_LP,TRISTATE
IPW2100,TRISTATE
SYSCON_REBOOT_MODE,TRISTATE
NCPFS_EXTRAS,BOOL
CRYPTO_CAST5,TRISTATE
PCI_XEN,BOOL
ATA_SFF,BOOL
V4L_TEST_DRIVERS,BOOL
